University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,International Research Network Rank,Inbound Exchange Rank,Papers per Faculty Rank,Employer Reputation Rank,Faculty Student Ratio Rank,International Students Rank,Citations per Paper Rank,International Faculty Rank,Academic Reputation Rank,Faculty Staff with PhD Rank,Outbound Exchange Rank,International Research Network Score,Inbound Exchange Score,Papers per Faculty Score,Employer Reputation Score,Faculty Student Ratio Score,International Students Score,Citations per Paper Score,International Faculty Score,Academic Reputation Score,Faculty Staff with PhD Score,Outbound Exchange Score
Xi'an Jiaotong Liverpool University,/universities/xian-jiaotong-liverpool-university,Asia,China (Mainland),Suzhou,https://www.topuniversities.com/sites/default/files/xian-jiaotong-liverpool-university_592560cf2aeae70239af581d_small.jpg,n/a,399,,False,False,266,301+,301+,251+,301+,298,231,22,251+,301+,16,21.6,7,8.1,3.6,5.9,13.6,26.8,99.7,9.9,3.2,99.7
Yuan Ze University,/universities/yuan-ze-university,False,False,False,https://www.topuniversities.com/sites/default/files/yuan-ze-university_592560cf2aeae70239af4f29_small.jpg,n/a,400,4,False,False,301+,91,287,251+,301+,153,301+,297,251+,171,198,2.1,55.1,20.2,11,9.4,30,9.8,16.7,12.2,59.7,23.2
Akita International University,/universities/akita-international-university,Asia,Japan,Akita,https://www.topuniversities.com/sites/default/files/akita-international-university_592560cf2aeae70239af51fd_small.jpg,n/a,401,,False,False,301+,6,301+,251+,274,171,n/a,19,251+,n/a,301+,2.1,100,2.9,6.5,25.6,26.9,n/a,100,7.9,n/a,1.1
Aoyama Gakuin University,/universities/aoyama-gakuin-university,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/aoyama-gakuin-university_592560cf2aeae70239af4a9a_small.jpg,n/a,402,,False,False,301+,301+,301+,174,301+,301+,301+,155,251+,301+,301+,1.4,8.7,3.5,24,5.6,9.2,4.7,35.2,15.3,1.3,4.2
Beijing Forestry University,/universities/beijing-forestry-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/beijing-forestry-university_592560cf2aeae70239af5262_small.jpg,n/a,403,,False,False,255,301+,230,251+,301+,301+,207,301+,251+,301+,204,22.8,2.3,26.1,2.1,20.5,5.7,32.5,5.2,9,5.7,22.3
Beijing University of Chinese Medicine,/universities/beijing-university-chinese-medicine,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/beijing-university-of-chinese-medicine_592560cf2aeae70239af5266_small.jpg,n/a,404,,False,False,301+,301+,301+,251+,196,157,301+,n/a,251+,166,301+,1.2,1.1,7.5,2.6,39.8,29.1,13.6,n/a,11.1,62.9,1.2
"Birla Institute of Technology, Ranchi",/universities/birla-institute-technology-ranchi,Asia,India,Ranchi,,n/a,405,,False,False,301+,301+,301+,251+,16,n/a,301+,n/a,251+,n/a,301+,1.7,1,4.5,2.8,98.5,n/a,2.8,n/a,6.1,n/a,1.1
Bu Ali Sina University,/universities/bu-ali-sina-university,Asia,Iran,Hamedan,https://www.topuniversities.com/sites/default/files/bu-ali-sina-university_592560cf2aeae70239af5455_small.jpg,n/a,406,,False,False,295,301+,161,251+,301+,301+,274,301+,251+,30,301+,18.3,1.1,36.7,1.4,3.2,3.4,20.9,3.1,2.9,100,1.1
Chang Jung Christian University,/universities/chang-jung-christian-university,Asia,Taiwan,Tainan City,https://www.topuniversities.com/sites/default/files/chang-jung-christian-university_5c65353a5c52f30ed41c5bb1_small.jpg,n/a,407,5,False,False,301+,173,301+,251+,159,230,301+,301+,251+,301+,279,1.2,22.4,2.5,7.3,49.9,18.9,3.3,15.3,14.1,1,14.2
China University of Petroleum (East China),/universities/china-university-petroleum-east-china,Asia,China (Mainland),Dongying,https://www.topuniversities.com/sites/default/files/220316025709pm873477China-48x48.jpg,n/a,408,,False,False,256,301+,99,251+,301+,n/a,187,n/a,251+,n/a,301+,22.8,1.1,61.4,2,9,n/a,37.4,n/a,7.9,n/a,1.2
Chosun University ,/universities/chosun-university,Asia,South Korea,Gwangju,https://www.topuniversities.com/sites/default/files/chosun-university-_592560cf2aeae70239af4e94_small.jpg,n/a,409,,False,False,301+,262,301+,251+,301+,301+,301+,182,251+,46,110,2.7,11.8,17.4,3,4.2,10,7.1,30.6,6.4,100,48.2
Daffodil International University,/universities/daffodil-international-university,Asia,Bangladesh,Dhaka,https://www.topuniversities.com/sites/default/files/daffodil-international-university_592560cf2aeae70239af4dda_small.jpg,n/a,410,,False,False,301+,267,301+,146,301+,301+,301+,301+,238,301+,256,2.4,11.4,4.9,30.5,4,6,2.3,11.4,17.4,1,16.1
Dow University of Health Sciences,/universities/dow-university-health-sciences,Asia,Pakistan,Karachi,https://www.topuniversities.com/sites/default/files/dow-university-of-health-sciences_592560cf2aeae70239af4dba_small.jpg,n/a,411,,False,False,301+,301+,301+,251+,100,282,301+,301+,251+,301+,301+,1.1,1.1,2.7,12,69.8,14.6,6.3,1.3,5,1,1.1
Guangxi University,/universities/guangxi-university,Asia,China (Mainland),Nanning,https://www.topuniversities.com/sites/default/files/guangxi-university_592560cf2aeae70239af5287_small.jpg,n/a,412,,False,False,194,301+,301+,251+,301+,243,151,n/a,251+,301+,301+,34.5,1.1,10.9,3.7,6.5,17.7,48.7,n/a,10.3,1,1.2
Hangzhou Normal University,/universities/hangzhou-normal-university,Asia,China (Mainland),Hangzhou,,n/a,413,,False,False,286,301+,301+,251+,301+,n/a,125,n/a,251+,n/a,301+,19.3,1.1,11.7,7.3,12.1,n/a,55.7,n/a,5.8,n/a,1.2
Hanoi University of Science and Technology,/universities/hanoi-university-science-technology,Asia,Vietnam,Hanoi,https://www.topuniversities.com/sites/default/files/hanoi-university-of-science-and-technology_592560cf2aeae70239af585f_small.jpg,n/a,414,,False,False,276,206,301+,224,301+,301+,301+,301+,251+,252,273,20.8,18.2,10.5,17.3,2.4,2.2,3.1,9,13.5,27.2,14.7
Harbin Engineering University,/universities/harbin-engineering-university,Asia,China (Mainland),Harbin,https://www.topuniversities.com/sites/default/files/harbin-engineering-university_592560cf2aeae70239af5277_small.jpg,n/a,415,,False,False,219,111,148,251+,301+,301+,301+,301+,251+,298,301+,29.4,42.3,40,3.9,12.1,6.1,11.7,5.3,11.5,12.2,1.3
Ho Chi Minh City University of Technology and Education,/universities/ho-chi-minh-city-university-technology-education,Asia,Vietnam,Ho Chi Minh City,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-63-48x48.jpg,n/a,416,,False,False,301+,301+,301+,251+,301+,n/a,80,n/a,251+,n/a,301+,16.6,1.1,3.1,8.7,5.1,n/a,71.3,n/a,3.3,n/a,1
"Indian Institute of Engineering Science and Technology, Shibpur",/universities/indian-institute-engineering-science-technology-shibpur,Asia,India,Howrah,https://www.topuniversities.com/sites/default/files/indian-institute-of-engineering-science-and-technology-shibpur_592560e19988f300e2320f64_small.jpg,n/a,417,,False,False,301+,301+,47,251+,301+,301+,301+,n/a,251+,125,301+,6.4,1,83,3.9,10.2,2.7,3.3,n/a,5,76,1.1
Indian Institute of Technology Patna,/universities/indian-institute-technology-patna,Asia,India,Patna,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-patna_592560e89988f300e232228d_small.jpg,n/a,418,,False,False,301+,301+,15,251+,301+,301+,301+,301+,251+,100,301+,2.6,1,97.4,2,8.2,2.3,7.6,2.6,4,86.6,2.2
"Indraprastha Institute of Information Technology, Delhi",/universities/indraprastha-institute-information-technology-delhi,Asia,India,New Delhi,https://www.topuniversities.com/sites/default/files/indraprastha-institute-of-information-technology-delhi_592560e69988f300e2321e6b_small.jpg,n/a,419,,False,False,301+,301+,83,251+,301+,301+,301+,301+,251+,61,301+,1.8,2.7,70.2,5.4,4.2,11.9,8.9,7.5,5.9,96.6,5.6
Inje University ,/universities/inje-university,Asia,South Korea,Gimhae,https://www.topuniversities.com/sites/default/files/inje-university-_592560cf2aeae70239af4eab_small.jpg,n/a,420,,False,False,301+,211,301+,251+,112,301+,301+,301+,251+,284,222,2,17.3,11.8,2.6,65.5,7.6,7.4,7.1,5.1,15.5,19.8
Iwate Prefectural University,/universities/iwate-prefectural-university,Asia,Japan,Takizawa,https://www.topuniversities.com/sites/default/files/iwate-prefectural-university_592560cf2aeae70239af5208_small.jpg,n/a,421,,False,False,301+,301+,301+,251+,301+,n/a,25,n/a,251+,n/a,301+,1.8,1.1,10.2,1.7,14.4,n/a,96.8,n/a,2.1,n/a,1.1
Jeju National University ,/universities/jeju-national-university,Asia,South Korea,Jeju City,https://www.topuniversities.com/sites/default/files/jeju-national-university-_592560cf2aeae70239af4e93_small.jpg,n/a,422,,False,False,301+,301+,301+,251+,263,275,301+,301+,251+,181,301+,6.6,8.6,15.8,3.6,28,15,10.7,8.9,11.5,53.4,7.8
K. N. Toosi University of Technology,/universities/k-n-toosi-university-technology,Asia,Iran,Tehran,https://www.topuniversities.com/sites/default/files/k.-n.-toosi-university-of-technology_592560cf2aeae70239af4e6e_small.jpg,n/a,423,,False,False,277,301+,17,251+,301+,301+,301+,301+,251+,n/a,301+,20.4,1.1,97.3,8.2,3.8,3.7,13.9,13.1,6.8,n/a,1.1
Kharazmi University,/universities/kharazmi-university,Asia,Iran,Tehran,https://www.topuniversities.com/sites/default/files/kharazmi-university_59efe00cca24f3303176a041_small.jpg,n/a,424,,False,False,181,301+,301+,251+,301+,301+,301+,n/a,251+,39,301+,37.7,1.1,16.2,1,5.8,5.6,15.5,n/a,3.3,100,1.1
Kwangwoon University ,/universities/kwangwoon-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/kwangwoon-university-_592560cf2aeae70239af4ebb_small.jpg,n/a,425,,False,False,301+,301+,261,251+,301+,118,198,300,251+,159,301+,3.8,4,22.4,5.9,8.1,39.5,35.4,16.7,5.7,66.2,4.3
"Maulana Abul Kalam Azad University of Technology, West Bengal",/universities/maulana-abul-kalam-azad-university-technology-west-bengal,Asia,India,Haringhata,https://www.topuniversities.com/sites/default/files/240206115617am998611Makaut-Logo-48x48.jpg,n/a,426,,False,False,185,301+,2,251+,301+,n/a,301+,n/a,251+,n/a,301+,37,1,100,3.6,11,n/a,2,n/a,7.3,n/a,1.1
National Institute of Technology Silchar,/universities/national-institute-technology-silchar,Asia,India,Silchar,https://www.topuniversities.com/sites/default/files/national-institute-of-technology-silchar_5a66dbe3ca24f343f17847c4_small.jpg,n/a,427,,False,False,301+,301+,42,251+,301+,301+,301+,301+,251+,38,301+,5.3,1,84.2,4,4.3,6.9,4.4,4.3,3.7,100,1.2
Nagoya City University ,/universities/nagoya-city-university,Asia,Japan,Nagoya,https://www.topuniversities.com/sites/default/files/nagoya-city-university-_592560cf2aeae70239af4e7e_small.jpg,n/a,428,,False,False,301+,301+,301+,251+,28,301+,301+,301+,251+,301+,301+,1.3,2.9,9.5,2.3,96,13.3,5.1,8.8,5.3,3.3,4.2
National Chinyi University of Technology,/universities/national-chinyi-university-technology,Asia,Taiwan,Taichung City,https://www.topuniversities.com/sites/default/files/national-chinyi-university-of-technology_592560ea9988f300e23227c1_small.jpg,n/a,429,,False,False,301+,301+,301+,163,301+,265,301+,301+,251+,301+,301+,2.6,2.7,8.2,25.1,6.6,15.9,4.2,4.3,15.6,9.1,2.7
National University of Defense Technology,/universities/national-university-defense-technology,Asia,China (Mainland),Changsha,https://www.topuniversities.com/sites/default/files/national-university-of-defense-technology_592560cf2aeae70239af5290_small.jpg,n/a,430,,False,False,301+,301+,154,251+,81,n/a,301+,301+,251+,301+,301+,14.5,1.1,38.5,2.6,77,n/a,3.8,2.4,5.9,1,1.2
National Yunlin University of Science and Technology,/universities/national-yunlin-university-science-technology,Asia,Taiwan,Douliu City,https://www.topuniversities.com/sites/default/files/national-yunlin-university-of-science-and-technology_592560cf2aeae70239af524d_small.jpg,n/a,431,,False,False,292,235,234,251+,301+,211,301+,301+,251+,179,301+,18.9,14.1,25.7,6.5,5.7,20.6,4,14.6,9,54.4,7
North Eastern Hill University,/universities/north-eastern-hill-university,Asia,India,Shillong,,n/a,432,,False,False,301+,301+,301+,251+,2,n/a,301+,n/a,251+,n/a,301+,3.2,1,3.1,1.9,100,n/a,2.1,n/a,5.6,n/a,1.1
Oita University,/universities/oita-university,Asia,Japan,Ōita,,n/a,433,,False,False,301+,301+,301+,251+,8,n/a,301+,n/a,251+,n/a,301+,1.2,1.1,11,1.7,99.9,n/a,4.4,n/a,3.8,n/a,1.1
Razi University,/universities/razi-university,Asia,Iran,Kermanshah,https://www.topuniversities.com/sites/default/files/221102105621am313239download-48x48.jpg,n/a,434,,False,False,271,301+,166,n/a,301+,301+,236,n/a,251+,43,301+,20.9,1.1,35.6,n/a,3.7,12.4,26.6,n/a,1.1,100,1.1
SASTRA Deemed University,/universities/sastra-deemed-university,Asia,India,Thanjavur,https://www.topuniversities.com/sites/default/files/shanmugha-arts-science-technology-research-academy-sastra_592560cf2aeae70239af4e1f_small.jpg,n/a,435,,False,False,143,301+,222,251+,301+,301+,301+,n/a,251+,301+,301+,50.7,1.9,26.5,6.9,13.5,2.9,7.5,n/a,10.2,1.2,2.7
Sangmyung University ,/universities/sangmyung-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/sangmyung-university-_592560cf2aeae70239af4ec8_small.jpg,n/a,436,,False,False,301+,165,301+,251+,301+,45,301+,301+,251+,86,54,1.1,24.2,4.5,2.5,4.4,75.3,5.1,5.1,4.8,91.6,81.1
Sathyabama Institute of Science and Technology (Deemed to be University),/universities/sathyabama-institute-science-technology-deemed-be-university,Asia,India,Chennai,https://www.topuniversities.com/sites/default/files/sathyabama-institute-of-science-and-technology-deemed-to-be-university_592560cf2aeae70239af5a63_small.jpg,n/a,437,5,False,False,301+,84,301+,251+,232,283,301+,301+,251+,301+,97,8.4,56.7,10.5,7.3,32.4,14.5,2.2,14.1,11.4,1,54.6
Shahjalal University of Science and Technology,/universities/shahjalal-university-science-technology,Asia,Bangladesh,Sylhet,,n/a,438,,False,False,301+,301+,301+,190,301+,n/a,301+,n/a,251+,n/a,301+,3.2,1.4,6.9,21.4,9.9,n/a,17.2,n/a,15.1,n/a,1.4
Shandong University of Science and Technology,/universities/shandong-university-science-technology-0,Asia,China (Mainland),Qingdao,https://www.topuniversities.com/sites/default/files/shandong-university-of-science-and-technology_5d667ef15c52f30ae607f6d8_small.jpg,n/a,439,,False,False,284,264,301+,251+,301+,301+,97,301+,251+,301+,301+,19.4,11.7,15.7,1.6,16.4,3.2,64.5,5.9,5.1,1,10.5
Shanghai Normal University,/universities/shanghai-normal-university,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/shanghai-normal-university_592560cf2aeae70239af5295_small.jpg,n/a,440,,False,False,301+,301+,301+,251+,301+,301+,88,301+,251+,301+,250,8.2,8,5.4,2.1,14.6,9.9,67.4,10.5,10,1.4,16.5
Shibaura Institute of Technology,/universities/shibaura-institute-technology,Asia,Japan,Koto City,https://www.topuniversities.com/sites/default/files/shibaura-institute-of-technology_592560e89988f300e2322188_small.jpg,n/a,441,,False,False,301+,69,271,251+,301+,150,301+,179,251+,193,128,6.7,72.9,21.7,5,3.3,30.6,1.2,30.7,8.7,48.3,40.3
Shinshu University ,/universities/shinshu-university,Asia,Japan,Matsumoto City,https://www.topuniversities.com/sites/default/files/shinshu-university-_592560cf2aeae70239af4e84_small.jpg,n/a,442,,False,False,301+,301+,292,251+,200,301+,301+,217,251+,301+,301+,14.7,2.4,19.3,6.5,39,10.1,17.6,24.6,8.1,2.4,2
Soongsil University,/universities/soongsil-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/soongsil-university-_592560cf2aeae70239af4ed1_small.jpg,n/a,443,,False,False,301+,180,301+,251+,301+,120,301+,301+,251+,228,301+,1.5,21.7,8.3,12,12.4,39.1,7.1,14,12.2,36.4,3.9
South China Agricultural University,/universities/south-china-agricultural-university,Asia,China (Mainland),Guangzhou,https://www.topuniversities.com/sites/default/files/south-china-agricultural-university_592560de9988f300e2320807_small.jpg,n/a,444,,False,False,269,301+,301+,251+,301+,301+,84,n/a,251+,301+,301+,21.2,1.1,9.8,2,4.8,1.7,68.8,n/a,7.1,2.3,1.2
Southwest Jiaotong University,/universities/southwest-jiaotong-university,Asia,China (Mainland),Chengdu,https://www.topuniversities.com/sites/default/files/southwest-jiaotong-university_592560cf2aeae70239af5291_small.jpg,n/a,445,,False,False,159,301+,169,251+,301+,301+,267,301+,251+,301+,301+,44.4,4.2,35.2,3.5,12.6,3.6,21.9,6,8.5,1.1,2.5
Southwestern University of Finance and Economics,/universities/southwestern-university-finance-economics,Asia,China (Mainland),Chengdu,https://www.topuniversities.com/sites/default/files/southwestern-university-of-finance-and-economics_592560cf2aeae70239af5289_small.jpg,n/a,446,,False,False,301+,142,301+,251+,301+,301+,101,301+,251+,299,301+,12.6,29.6,4,3,10.1,8.2,63.6,14.8,7.5,11.9,8.3
Suranaree University of Technology,/universities/suranaree-university-technology,Asia,Thailand,Nakhon Ratchasima ,https://www.topuniversities.com/sites/default/files/220202122544pm840382sut-logo-eng-48x48.jpg,n/a,447,4,False,False,265,301+,301+,251+,301+,301+,301+,301+,251+,137,301+,21.7,2.9,17.7,5.4,3.5,3.6,7.1,14.6,13.7,72.8,2.5
Tashkent State University of Economics,/universities/tashkent-state-university-economics,Asia,Uzbekistan,Tashkent,https://www.topuniversities.com/sites/default/files/220202093023am5173262-48x48.jpg,n/a,448,5,False,False,301+,202,301+,251+,301+,130,301+,239,186,301+,301+,1,18.6,1.3,9.4,13.4,35.4,1,21.7,22.3,1,6.8
Universitas Sumatera Utara,/universities/universitas-sumatera-utara,Asia,Indonesia,Medan,https://www.topuniversities.com/sites/default/files/universitas-sumatera-utara_592560cf2aeae70239af5ad1_small.jpg,n/a,449,3,False,False,301+,301+,301+,251+,231,301+,301+,230,239,301+,301+,3.8,4.6,4.4,11.6,32.6,8.2,1,22.7,17.3,1,4.2
Universiti Kuala Lumpur (UniKL),/universities/universiti-kuala-lumpur-unikl,Asia,Malaysia,Kuala Lumpur ,https://www.topuniversities.com/sites/default/files/universiti-kuala-lumpur-unikl_1980_small.jpg,n/a,450,,False,False,301+,93,301+,251+,206,300,301+,266,251+,301+,243,6.7,54,4.8,10.9,37.4,13.4,1.7,19,14.3,1,17.3
University of Calicut,/universities/university-calicut,Asia,India,Kerala,https://www.topuniversities.com/sites/default/files/university-of-calicut_592560cf2aeae70239af4e21_small.jpg,n/a,451,,False,False,301+,301+,48,251+,301+,301+,301+,n/a,251+,88,301+,1.2,1,82.8,3,6.7,3.3,3.9,n/a,5.9,91.4,1.1
"University of Malakand,Chakdara",/universities/university-malakandchakdara,Asia,Pakistan,Chakdara,https://www.topuniversities.com/sites/default/files/university-of-malakandchakdara_592560cf2aeae70239af4f05_small.jpg,n/a,452,,False,False,239,301+,301+,251+,301+,301+,95,301+,251+,301+,301+,25.9,1.3,18.3,2.3,3,3.8,65.2,1.8,4.5,1,4.1
University of Management and Technology,/universities/university-management-technology,Asia,Pakistan,Lahore,https://www.topuniversities.com/sites/default/files/university-of-management-and-technology_2188_small.jpg,n/a,453,,False,False,198,301+,301+,251+,301+,301+,301+,301+,251+,301+,301+,34.1,1.7,5.2,14.9,5.1,1.9,15.7,2.6,11.8,1,7.1
University of Phayao,/universities/university-phayao,Asia,Thailand,Thailand,https://www.topuniversities.com/sites/default/files/220408073119am490605LOGO-UP-01-48x48.jpg,n/a,454,,False,False,301+,301+,301+,251+,21,32,301+,n/a,251+,301+,301+,1.8,1.5,3.6,1.2,97,92.7,2.7,n/a,1.7,1.9,1.4
Yamanashi University,/universities/yamanashi-university,Asia,Japan,Yamanashi,,n/a,455,,False,False,301+,301+,301+,251+,5,301+,301+,n/a,251+,n/a,301+,5.2,1.1,7.9,1.4,100,11.4,7,n/a,3.2,n/a,1.1
AIMST UNIVERSITY,/universities/aimst-university,Asia,Malaysia,Bedong,https://www.topuniversities.com/sites/default/files/aimst-university_592560e79988f300e2322000_small.jpg,n/a,456,,False,False,301+,280,301+,251+,210,301+,301+,18,251+,301+,301+,1.2,10.4,3.9,4.4,36.6,4.7,11,100,6.8,10.3,11.9
Atma Jaya Catholic University of Indonesia,/universities/atma-jaya-catholic-university-indonesia,Asia,Indonesia,Jakarta,https://www.topuniversities.com/sites/default/files/atma-jaya-catholic-university-jakarta_592560cf2aeae70239af4e29_small.jpg,n/a,457,3,False,False,301+,37,301+,251+,301+,301+,301+,301+,251+,301+,99,2.1,92.8,2.3,11.7,8.9,1.8,1.1,4.2,13.4,1,53.8
"Bahria University, Islamabad. Pakistan",/universities/bahria-university-islamabad-pakistan,Asia,Pakistan,Karachi,https://www.topuniversities.com/sites/default/files/bahria-university-islamabad.-pakistan_592560cf2aeae70239af4ef4_small.jpg,n/a,458,,False,False,301+,301+,301+,251+,301+,301+,171,301+,251+,301+,301+,6.3,1.5,3.7,13.4,9.2,2.8,41.7,1.5,7.8,1,2.2
The University of Burdwan,/universities/university-burdwan,Asia,India,Bardhaman,https://www.topuniversities.com/sites/default/files/burdwan-university-bardhaman_592560e19988f300e2320ef6_small.jpg,n/a,459,,False,False,301+,301+,301+,251+,72,n/a,301+,n/a,251+,301+,301+,13.7,1,12.9,1.6,82,n/a,5.1,n/a,2.7,1,1.1
Chittagong University of Engineering and Technology,/universities/chittagong-university-engineering-technology,Asia,Bangladesh,Chittagong,https://www.topuniversities.com/sites/default/files/220102060222pm868418cuet-logo-48x48.jpg,n/a,460,,False,False,301+,301+,301+,181,301+,n/a,301+,n/a,235,301+,301+,1.5,1.4,9.7,23,9.6,n/a,4.6,n/a,17.4,1,1.4
East West University ,/universities/east-west-university,Asia,Bangladesh,Dhaka,https://www.topuniversities.com/sites/default/files/east-west-university-_592560cf2aeae70239af4ddb_small.jpg,n/a,461,,False,False,301+,301+,301+,159,301+,301+,301+,301+,251+,301+,301+,2.2,1.4,3.7,26.5,3.1,1.1,15,1.9,13,1,1.4
Fujian Normal University,/universities/fujian-normal-university,Asia,China (Mainland),Fuzhou,https://www.topuniversities.com/sites/default/files/fujian-normal-university_592560cf2aeae70239af5294_small.jpg,n/a,462,,False,False,301+,301+,301+,251+,301+,301+,165,301+,251+,301+,70,10,8.7,10,1.7,11.6,9.1,43.8,11.5,5.9,1.1,66.7
HELP University,/universities/help-university,Asia,Malaysia,Kuala Lumpur,https://www.topuniversities.com/sites/default/files/help-university_592560e99988f300e23225d4_small.jpg,n/a,463,,False,False,301+,169,301+,248,301+,83,301+,232,251+,301+,34,1,23.1,1.8,15.3,9.1,52.7,1.4,22.5,7.3,1,94.4
HeFei University of Technology,/universities/hefei-university-technology,Asia,China (Mainland),Hefei,https://www.topuniversities.com/sites/default/files/hefei-university-of-technology_592560cf2aeae70239af5281_small.jpg,n/a,464,,False,False,179,301+,296,251+,301+,n/a,199,n/a,251+,301+,301+,38.3,1.1,18.9,2.5,4.8,n/a,35.3,n/a,5.6,1,1.2
Hongik University ,/universities/hongik-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/hongik-university_1059_small.jpg,n/a,465,,False,False,301+,259,301+,251+,301+,147,301+,138,251+,301+,282,5.1,12,6.3,11.2,10,30.9,4.1,37.4,14.4,5.8,13.9
Islamic University of Technology,/universities/islamic-university-technology,Asia,Bangladesh,Gazipur,https://www.topuniversities.com/sites/default/files/islamic-university-of-technology_592560cf2aeae70239af4ddf_large-48x48.jpg,n/a,466,,False,False,301+,301+,301+,232,301+,101,301+,301+,251+,301+,301+,1,2.3,9.6,16.7,13.5,46.6,8.7,14.4,10.9,1,1.7
Kindai University (Kinki University),/universities/kindai-university-kinki-university,Asia,Japan,Osaka City,https://www.topuniversities.com/sites/default/files/kindai-university-kinki-university_1015_small.jpg,n/a,467,,False,False,301+,301+,301+,251+,301+,301+,258,154,251+,301+,209,12.6,3.5,6.5,8.6,11.5,6.7,23.2,35.3,12,1.4,21.5
King Mongkut's Institute of Technology Ladkrabang,/universities/king-mongkuts-institute-technology-ladkrabang,Asia,Thailand,Bangkok,https://www.topuniversities.com/sites/default/files/king-mongkuts-institute-of-technology-ladkrabang_592560cf2aeae70239af5213_small.jpg,n/a,468,4,False,False,301+,248,301+,251+,301+,301+,301+,160,233,300,301+,9.5,13.1,13.3,11,5,4.3,1.1,34.1,17.6,11.7,11.2
Kochi University,/universities/kochi-university,Asia,Japan,Kochi City,https://www.topuniversities.com/sites/default/files/kochi-university_592560cf2aeae70239af521e_small.jpg,n/a,469,,False,False,301+,159,301+,251+,108,301+,301+,301+,251+,301+,301+,6.6,25,10.3,2,65.7,5.4,3.1,8.3,7.6,5.8,7.2
Kyungnam University ,/universities/kyungnam-university,,South Korea,Masan,,n/a,470,,False,False,301+,301+,301+,251+,45,n/a,301+,n/a,251+,n/a,301+,1.8,1.4,6.7,2.8,91.8,n/a,3.6,n/a,3.7,n/a,1.1
Minzu University of China,/universities/minzu-university-china,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/the-central-university-of-nationalities_592560cf2aeae70239af5264_small.jpg,n/a,471,,False,False,301+,301+,301+,251+,301+,301+,118,301+,251+,301+,254,1.6,5.3,4.5,2.7,14.1,7.4,57.7,16.2,8,2.9,16.2
NED University of Engineering and Technology,/universities/ned-university-engineering-technology,Asia,Pakistan,Karachi,https://www.topuniversities.com/sites/default/files/ned-university-of-engineering-and-technology_592560cf2aeae70239af5606_small.jpg,n/a,472,,False,False,301+,255,301+,161,301+,301+,301+,301+,251+,301+,301+,5.5,12.4,3.5,25.5,8.3,2,6.5,10.5,10.2,1,2.4
Nanchang University,/universities/nanchang-university,Asia,China (Mainland),Nanchang,https://www.topuniversities.com/sites/default/files/nanchang-university_592560cf2aeae70239af5280_small.jpg,n/a,473,,False,False,301+,301+,238,251+,301+,301+,104,301+,251+,301+,264,12,2.5,25.2,1.3,5.3,6.6,62.7,9,5.8,1,15.1
National Dong Hwa University,/universities/national-dong-hwa-university,Asia,Taiwan,Hualien City,https://www.topuniversities.com/sites/default/files/national-dong-hwa-university_1991_small.jpg,n/a,474,,False,False,301+,301+,301+,251+,301+,143,301+,301+,251+,169,301+,2.8,3.6,10.9,4.4,6.5,31.5,13.1,7.3,14,60.6,4.3
"National Institute of Technology Karnataka, Surathkal",/universities/national-institute-technology-karnataka-surathkal,Asia,India,Mangalore,https://www.topuniversities.com/sites/default/files/national-institute-of-technology-karnataka-surathkal_592560ea9988f300e232282a_small.jpg,n/a,475,,False,False,301+,301+,63,251+,301+,254,301+,n/a,251+,120,301+,1.8,1.4,74.1,4.9,5.5,16.9,6.4,n/a,5.2,79.3,2.7
North China Electric Power University,/universities/north-china-electric-power-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/north-china-electric-power-university_592560cf2aeae70239af526c_small.jpg,n/a,476,,False,False,281,301+,284,251+,268,301+,242,291,251+,301+,125,19.6,3.3,20.5,1.3,27.5,12.4,25.9,17.3,5.1,1,40.7
OSMANIA UNIVERSITY,/universities/osmania-university,Asia,India,Hyderabad,https://www.topuniversities.com/sites/default/files/osmania-university_22926_small.jpg,n/a,477,,False,False,301+,301+,126,251+,301+,215,301+,n/a,251+,149,301+,4.9,1.8,49.6,6.3,3.6,20.4,2.9,n/a,10.8,69.1,1.3
University of Rajshahi,/universities/university-rajshahi,Asia,Bangladesh,Rajshahi,https://www.topuniversities.com/sites/default/files/231107032906pm316193download-48x48.jpg,n/a,478,,False,False,301+,301+,301+,218,301+,n/a,301+,n/a,210,n/a,301+,6.4,1.4,5.6,17.7,3,n/a,3,n/a,19.8,n/a,1.4
