University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,International Research Network Rank,Academic Reputation Rank,H-index Citations Rank,Employer Reputation Rank,Citations per Paper Rank,International Research Network Score,Academic Reputation Score,H-index Citations Score,Employer Reputation Score,Citations per Paper Score
Korea University,/universities/korea-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,69.9,150,,False,False,401+,84,259,65,299,49.2,76,59.6,74.3,76.1
Rheinische Friedrich-Wilhelms-Universität Bonn,/universities/rheinische-friedrich-wilhelms-universitat-bonn,Europe,Germany,Bonn,https://www.topuniversities.com/sites/default/files/rheinische-friedrich-wilhelms-universitt-bonn_592560cf2aeae70239af4ac1_small.jpg,69.9,151,,False,False,85,209,145,345,123,73.5,66.9,67.4,54.6,84.4
Universitat Autònoma de Barcelona,/universities/universitat-autonoma-de-barcelona,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small.jpg,69.9,152,,False,False,164,174,222,120,193,67.3,69.2,61.7,68.6,81.5
Wuhan University,/universities/wuhan-university,Asia,China (Mainland),Wuhan,https://www.topuniversities.com/sites/default/files/wuhan-university_889_small.jpg,69.9,153,,False,False,401+,209,112,128,23,42,66.9,70.3,67.5,90.4
Princeton University,/universities/princeton-university,North America,United States,Princeton,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,69.8,154,,False,False,401+,120,287,15,275,51,73,57.3,85.1,77.4
Texas A&M University,/universities/texas-am-university,North America,United States,College Station,https://www.topuniversities.com/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_small.jpg,69.6,155,,False,False,239,108,287,104,285,62.9,73.6,57.3,69.9,76.9
Universidad de Buenos Aires (UBA),/universities/universidad-de-buenos-aires-uba,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,69.6,156,,False,False,378,50,401+,14,401+,53.7,80.2,48.6,85.9,69.1
 University of Dundee,/universities/university-dundee,Europe,United Kingdom,Dundee,https://www.topuniversities.com/sites/default/files/-university-of-dundee_592560cf2aeae70239af4b2c_small.jpg,69.5,157,5,False,False,208,117,178,401+,244,64.5,73.2,64.6,50.2,79
University of Lausanne,/universities/university-lausanne,Europe,Switzerland,Lausanne,https://www.topuniversities.com/sites/default/files/university-of-lausanne_592560cf2aeae70239af4bd3_small.jpg,69.5,158,,False,False,179,242,96,388,97,66.2,65.1,72.5,51.8,85.6
"Sun Yat-sen University, Guangzhou",/universities/sun-yat-sen-university-guangzhou,Asia,China (Mainland),Guangzhou,https://www.topuniversities.com/sites/default/files/sun-yat-sen-university_888_small.jpg,69.4,159,,False,False,389,192,107,225,176,52.7,68.4,70.8,61.4,82.2
Aix-Marseille University,/universities/aix-marseille-university,Europe,France,Marseille,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,69.3,160,,False,False,107,248,84,401+,142,71.1,64.7,73.9,47.2,83.8
University College Dublin,/universities/university-college-dublin,Europe,Ireland,Dublin,https://www.topuniversities.com/sites/default/files/university-college-dublin_166_small.jpg,69.3,161,,False,False,187,192,222,147,183,65.7,68.4,61.7,66.8,81.9
"The University of Newcastle, Australia (UON)",/universities/university-newcastle-australia-uon,Oceania,Australia,Callaghan,https://www.topuniversities.com/sites/default/files/the-university-of-newcastle-australia-uon_449_small.jpg,69.2,162,,False,False,346,204,141,255,76,56.2,67.1,67.6,59.3,86.5
Cairo University,/universities/cairo-university,Africa,Egypt,Giza,https://www.topuniversities.com/sites/default/files/cairo-university_80_small.jpg,69,163,,False,False,109,112,291,56,401+,71,73.4,57,75.1,68.3
University of Exeter,/universities/university-exeter,Europe,United Kingdom,Exeter,https://www.topuniversities.com/sites/default/files/221117102054am246521University-of-Exeter-Simplified-Logo-Portrait-positive-200-x-200-48x48.jpg,69,164,,False,False,164,232,187,251,94,67.3,65.8,63.9,59.8,85.7
University of Texas at Austin,/universities/university-texas-austin,North America,United States,Austin,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,69,165,,False,False,362,184,236,73,183,55.1,68.7,61.2,73.7,81.9
Queen's University Belfast,/universities/queens-university-belfast,Europe,United Kingdom,Belfast,https://www.topuniversities.com/sites/default/files/queens-university-belfast_592560cf2aeae70239af4c86_small.jpg,68.9,166,,False,False,166,194,202,194,231,67.2,68.3,63,63.3,79.8
University of Aberdeen,/universities/university-aberdeen,Europe,United Kingdom,Aberdeen,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,68.8,167,,False,False,283,172,195,234,200,60,69.3,63.4,60.8,81.4
Goethe-University Frankfurt am Main,/universities/goethe-university-frankfurt-am-main,Europe,Germany,Frankfurt,https://www.topuniversities.com/sites/default/files/universitt-frankfurt-am-main_214_small.jpg,68.7,168,,False,False,196,226,189,205,142,65.4,66,63.7,62.5,83.8
Universidad de Chile,/universities/universidad-de-chile,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_small.jpg,68.6,169,,False,False,366,61,398,44,396,54.9,78.4,49.8,77.8,70
University of Iowa,/universities/university-iowa,North America,United States,Iowa City,https://www.topuniversities.com/sites/default/files/university-of-iowa_592560cf2aeae70239af4baa_small.jpg,68.6,170,,False,False,213,256,134,248,114,64.2,64.2,68,60,84.7
Huazhong University of Science and Technology,/universities/huazhong-university-science-technology,Asia,China (Mainland),Wuhan,https://www.topuniversities.com/sites/default/files/huazhong-university-of-science-and-technology_592560cf2aeae70239af5256_small.jpg,68.5,171,,False,False,401+,379,46,178,28,50.8,58.2,78.2,64.4,90.2
Rutgers University–New Brunswick,/universities/rutgers-university-new-brunswick,North America,United States,New Brunswick,https://www.topuniversities.com/sites/default/files/rutgers-university-new-brunswick_538_small.jpg,68.5,172,,False,False,87,313,133,140,202,73.1,61.4,68.2,67.2,81.3
Tohoku University,/universities/tohoku-university,Asia,Japan,Sendai City,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,68.5,173,,False,False,395,93,319,108,308,52.4,75.2,55.4,69.6,75.6
Tufts University,/universities/tufts-university,North America,United States,Medford,https://www.topuniversities.com/sites/default/files/tufts-university_630_small.jpg,68.3,174,,False,False,297,204,160,381,108,59.2,67.1,66.4,52.4,85
University of Bordeaux,/universities/university-bordeaux,Europe,France,Talence,https://www.topuniversities.com/sites/default/files/university-of-bordeaux_1286_small.jpg,68.1,175,,False,False,175,220,145,395,188,66.4,66.3,67.4,51.2,81.8
Western University,/universities/western-university,North America,Canada,London,https://www.topuniversities.com/sites/default/files/the-university-of-western-ontario_674_small.jpg,68.1,176,6,False,False,228,283,138,120,193,63.3,62.6,67.8,68.6,81.5
Charles University,/universities/charles-university,Europe,Czechia,Prague,https://www.topuniversities.com/sites/default/files/charles-university_117_small.jpg,68,177,,False,False,53,264,151,245,283,76.5,63.7,67,60.2,77
EPFL – École polytechnique fédérale de Lausanne,/universities/epfl-ecole-polytechnique-federale-de-lausanne,Europe,Switzerland,Lausanne,https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg,68,178,,False,False,370,156,337,29,281,54.4,70.3,54,81.6,77.2
Universidade Estadual de Campinas (Unicamp),/universities/universidade-estadual-de-campinas-unicamp,Latin America,Brazil,Campinas,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,68,179,,False,False,245,97,401+,63,361,62.6,74.6,49.4,74.4,72.9
The University of Texas Health Science Center at Houston,/universities/university-texas-health-science-center-houston,North America,United States,Houston,https://www.topuniversities.com/sites/default/files/the-university-of-texas-health-science-center-at-houston_592560cf2aeae70239af535f_small.jpg,67.9,180,,False,False,213,188,145,401+,68,64.2,68.6,67.4,31.5,86.9
"University of Colorado, Denver ",/universities/university-colorado-denver,North America,United States,Denver,https://www.topuniversities.com/sites/default/files/university-of-colorado-denver_2116_small.jpg,67.9,181,,False,False,48,381,61,401+,72,77.3,58.1,76.9,41.7,86.7
The Rockefeller University,/universities/rockefeller-university,North America,United States,New York City,https://www.topuniversities.com/sites/default/files/the-rockefeller-university_531_small.jpg,67.8,182,,False,False,401+,69,259,401+,292,47.7,77.2,59.6,49,76.5
The University of Arizona,/universities/university-arizona,North America,United States,Tucson,https://www.topuniversities.com/sites/default/files/the-university-of-arizona_26_small.jpg,67.8,183,,False,False,113,274,172,228,193,70.8,63.1,65.1,61.3,81.5
University of Bergen,/universities/university-bergen,Europe,Norway,Bergen,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,67.8,184,,False,False,97,283,145,374,123,71.7,62.6,67.4,52.7,84.4
California Institute of Technology (Caltech),/universities/california-institute-technology-caltech,North America,United States,Pasadena,https://www.topuniversities.com/sites/default/files/california-institute-of-technology-caltech_94_small.jpg,67.7,185,,False,False,401+,73,398,13,347,37.4,76.8,49.8,86,73.6
The University of Warwick,/universities/university-warwick,Europe,United Kingdom,Coventry,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,67.7,186,,False,False,280,348,104,136,136,60.4,59.8,71.1,67.3,84
University College Cork,/universities/university-college-cork,Europe,Ireland,Cork,https://www.topuniversities.com/sites/default/files/university-college-cork_142_small.jpg,67.7,187,,False,False,356,199,184,155,252,55.7,67.6,64.1,65.7,78.5
University of Cologne,/universities/university-cologne,Europe,Germany,Cologne,https://www.topuniversities.com/sites/default/files/university-of-cologne_592560cf2aeae70239af4bc6_small.jpg,67.7,188,,False,False,204,279,128,347,126,64.7,62.8,69,54.5,84.3
University of Virginia,/universities/university-virginia,North America,United States,Charlottesville,https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg,67.7,189,,False,False,234,295,134,261,103,63,62.2,68,58.9,85.1
Université Laval,/universities/universite-laval,North America,Canada,Québec,https://www.topuniversities.com/sites/default/files/laval-university_337_small.jpg,67.7,190,,False,False,146,344,119,238,114,68.2,59.9,69.5,60.6,84.7
Hokkaido University,/universities/hokkaido-university,Asia,Japan,Sapporo,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,67.6,191,,False,False,395,86,331,157,361,52.4,75.9,54.3,65.6,72.9
"University of California, Irvine",/universities/university-california-irvine,North America,United States,Irvine,https://www.topuniversities.com/sites/default/files/university-of-california-irvine_86_small.jpg,67.6,192,,False,False,308,283,141,194,133,58.7,62.6,67.6,63.3,84.2
Medizinische Hochschule Hannover,/universities/medizinische-hochschule-hannover,Europe,Germany,Hanover,https://www.topuniversities.com/sites/default/files/medizinische-hochschule-hannover_248_small.jpg,67.5,193,,False,False,257,163,202,401+,101,61.7,69.7,63,38.3,85.3
University of Alabama at Birmingham ,/universities/university-alabama-birmingham,North America,United States,Birmingham,https://www.topuniversities.com/sites/default/files/university-of-alabama-at-birmingham_2118_small.jpg,67.5,194,,False,False,146,375,77,401+,56,68.2,58.3,75,48.3,87.7
"University of Maryland, College Park",/universities/university-maryland-college-park,North America,United States,College Park,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,67.5,195,,False,False,241,273,187,115,202,62.8,63.2,63.9,69,81.3
Queen's University at Kingston,/universities/queens-university-kingston,North America,Canada,Kingston,https://www.topuniversities.com/sites/default/files/queens-university-at-kingston_513_small.jpg,67.4,196,,False,False,216,295,230,104,123,63.9,62.2,61.5,69.9,84.4
National and Kapodistrian University of Athens,/universities/national-kapodistrian-university-athens,Europe,Greece,Athens,https://www.topuniversities.com/sites/default/files/national-and-kapodistrian-university-of-athens_33_small.jpg,67.3,197,,False,False,158,320,122,267,181,67.7,61,69.3,58.6,82
Purdue University,/universities/purdue-university,North America,United States,West Lafayette,https://www.topuniversities.com/sites/default/files/230619052213pm191066PU-SIG-Logo-RGB--PU-V-Full-RGB-48x48.jpg,67.3,198,,False,False,322,169,347,46,291,57.8,69.4,53.3,77.3,76.6
Université Claude Bernard Lyon 1,/universities/universite-claude-bernard-lyon-1,Europe,France,Villeurbanne,https://www.topuniversities.com/sites/default/files/universit-claude-bernard-lyon-1_373_small.jpg,67.3,199,,False,False,163,253,158,401+,176,67.4,64.4,66.6,50.5,82.2
George Washington University,/universities/george-washington-university,North America,United States,Washington D.C.,https://www.topuniversities.com/sites/default/files/george-washington-university_223_small.jpg,67.2,200,,False,False,97,323,222,170,134,71.7,60.9,61.7,65,84.1
Freie Universitaet Berlin,/universities/freie-universitaet-berlin,Europe,Germany,Berlin,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg,67.1,201,,False,False,177,161,390,162,229,66.3,69.8,50.2,65.4,79.9
Queensland University of Technology (QUT),/universities/queensland-university-technology-qut,Oceania,Australia,Brisbane,https://www.topuniversities.com/sites/default/files/queensland-university-of-technology-qut_592560cf2aeae70239af4c88_small.jpg,67.1,202,,False,False,250,242,195,276,193,62.4,65.1,63.4,58.3,81.5
Universite libre de Bruxelles,/universities/universite-libre-de-bruxelles,Europe,Belgium,Brussels,https://www.topuniversities.com/sites/default/files/universite-libre-de-bruxelles_75_small.jpg,67.1,203,,False,False,173,368,160,210,62,66.5,58.8,66.4,62.1,87.1
Dalhousie University,/universities/dalhousie-university,North America,Canada,Halifax,https://www.topuniversities.com/sites/default/files/230727020520pm561449Vertical-Logo-Dalhouise-48x48.jpg,67,204,5,False,False,263,295,177,203,142,61.4,62.2,64.8,62.7,83.8
University of Utah,/universities/university-utah,North America,United States,Salt Lake City,https://www.topuniversities.com/sites/default/files/university-of-utah_645_small.jpg,67,205,,False,False,187,395,80,367,94,65.7,57.5,74.7,53.2,85.7
Università Cattolica del Sacro Cuore,/universities/universita-cattolica-del-sacro-cuore,Europe,Italy,Milan,https://www.topuniversities.com/sites/default/files/Logo-Verticale-RGB-150x150-1-48x48.jpg,67,206,,False,False,331,299,141,242,134,57.3,62.1,67.6,60.4,84.1
Nanjing University,/universities/nanjing-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-university_430_small.jpg,66.7,207,,False,False,401+,212,207,122,242,48.1,66.6,62.7,68.4,79.3
Sichuan University,/universities/sichuan-university,Asia,China (Mainland),Chengdu,https://www.topuniversities.com/sites/default/files/sichuan-university_885_small.jpg,66.7,208,,False,False,395,226,154,216,275,52.4,66,66.8,61.9,77.4
Taipei Medical University (TMU),/universities/taipei-medical-university-tmu,Asia,Taiwan,Taipei,https://www.topuniversities.com/sites/default/files/taipei-medical-university_2134_small.jpg,66.6,209,,False,False,401+,77,384,84,365,41,76.6,50.6,72.4,72.5
Technische Universität Dresden,/universities/technische-universitat-dresden,Europe,Germany,Dresden,https://www.topuniversities.com/sites/default/files/technische-universitt-dresden_598_small.jpg,66.6,210,,False,False,91,303,240,272,164,72.4,61.8,60.9,58.5,82.9
Tehran University of Medical Sciences,/universities/tehran-university-medical-sciences,Asia,Iran,Tehran,https://www.topuniversities.com/sites/default/files/tehran-university-of-medical-sciences_592560cf2aeae70239af4e65_small.jpg,66.6,211,,False,False,150,279,7,401+,397,68,62.8,87.4,31.8,69.9
University of Southern Denmark (SDU),/universities/university-southern-denmark-sdu,Europe,Denmark,Odense,https://www.topuniversities.com/sites/default/files/university-of-southern-denmark_592560cf2aeae70239af4c53_small.jpg,66.6,212,,False,False,257,313,145,344,117,61.7,61.4,67.4,54.7,84.6
Oregon Health & Science University (OHSU),/universities/oregon-health-science-university-ohsu,North America,United States,Portland,https://www.topuniversities.com/sites/default/files/oregon-health-science-university-ohsu_592560cf2aeae70239af5363_small.jpg,66.5,213,,False,False,216,349,103,401+,29,63.9,59.6,71.5,40.1,89.9
University of Illinois at Urbana-Champaign,/universities/university-illinois-urbana-champaign,North America,United States,Champaign,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,66.4,214,,False,False,277,237,299,59,270,60.7,65.3,56.3,74.8,77.5
University of York,/universities/university-york,Europe,United Kingdom,York,https://www.topuniversities.com/sites/default/files/university-of-york_689_small.jpg,66.3,215,,False,False,334,230,273,267,160,57.1,65.9,58.7,58.6,83
Universitat de Valencia,/universities/universitat-de-valencia,Europe,Spain,València,https://www.topuniversities.com/sites/default/files/universitat-de-valencia_647_small.jpg,66.2,216,,False,False,105,260,230,328,258,71.2,64,61.5,55.5,78.2
La Trobe University,/universities/la-trobe-university,Oceania,Australia,Melbourne,https://www.topuniversities.com/sites/default/files/220913045650am561995LTU-Int-V-RGB-JPG-48x48.jpg,66.1,217,6,False,False,289,234,249,286,221,59.6,65.6,60.1,57.8,80.3
Tel Aviv University,/universities/tel-aviv-university,Asia,Israel,Tel Aviv,https://www.topuniversities.com/sites/default/files/tel-aviv-university_592560cf2aeae70239af4cde_small.jpg,66.1,218,,False,False,195,308,129,401+,160,65.5,61.6,68.6,45.5,83
University of Manitoba,/universities/university-manitoba,North America,Canada,Winnipeg,https://www.topuniversities.com/sites/default/files/university-of-manitoba_592560cf2aeae70239af4c0a_small.jpg,66.1,219,,False,False,234,355,154,177,205,63,59.3,66.8,64.5,81.2
Christian-Albrechts-University zu Kiel,/universities/christian-albrechts-university-zu-kiel,Europe,Germany,Kiel,https://www.topuniversities.com/sites/default/files/christian-albrechts-university-zu-kiel_318_small.jpg,66,220,,False,False,102,387,154,361,103,71.5,57.8,66.8,53.5,85.1
University of Leicester,/universities/university-leicester,Europe,United Kingdom,Leicester,https://www.topuniversities.com/sites/default/files/university-of-leicester_339_small.jpg,66,221,,False,False,313,344,102,398,140,58.6,59.9,71.7,50.9,83.9
Julius-Maximilians-Universität Würzburg,/universities/julius-maximilians-universitat-wurzburg,Europe,Germany,Würzburg,https://www.topuniversities.com/sites/default/files/julius-maximilians-universitt-wrzburg_592560cf2aeae70239af4d2d_small.jpg,65.9,222,,False,False,175,299,207,401+,50,66.4,62.1,62.7,42.6,88.3
University of Rochester,/universities/university-rochester,North America,United States,Rochester,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,65.9,223,,False,False,316,332,170,281,119,58.5,60.5,65.5,58,84.5
Kyushu University,/universities/kyushu-university,Asia,Japan,Fukuoka City,https://www.topuniversities.com/sites/default/files/kyushu-university_331_small.jpg,65.8,224,,False,False,401+,104,370,180,352,48.3,74,51.4,64.3,73.3
Tokyo Medical and Dental University (TMDU),/universities/tokyo-medical-dental-university-tmdu,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/tokyo-medical-and-dental-university-tmdu_592560cf2aeae70239af4e8a_small.jpg,65.8,225,,False,False,401+,46,401+,267,395,43.3,80.5,46.8,58.6,70.1
University of Antwerp,/universities/university-antwerp,Europe,Belgium,Antwerp,https://www.topuniversities.com/sites/default/files/220301072725am708442Logo-UAntwerpen-48x48.jpg,65.8,226,,False,False,49,366,184,397,156,77.1,58.9,64.1,51.1,83.2
University of Lisbon ,/universities/university-lisbon,Europe,Portugal,Lisbon,https://www.topuniversities.com/sites/default/files/university-of-lisbon_1475_small.jpg,65.8,227,,False,False,119,271,210,279,307,70.1,63.3,62.5,58.1,75.7
Universität  Leipzig,/universities/universitat-leipzig,Europe,Germany,Leipzig,https://www.topuniversities.com/sites/default/files/universitt-leipzig_341_small.jpg,65.8,228,,False,False,71,341,180,401+,172,74.4,60,64.4,50.1,82.4
All India Institute of Medical Sciences,/universities/all-india-institute-medical-sciences,Asia,India,,https://www.topuniversities.com/sites/default/files/all-india-institute-of-medical-sciences_592560e19988f300e2320ee9_small.jpg,65.7,229,,False,False,297,117,342,361,367,59.2,73.2,53.6,53.5,72.3
American University of Beirut (AUB),/universities/american-university-beirut-aub,Asia,Lebanon,Beirut ,https://www.topuniversities.com/sites/default/files/230707125949pm449470AUB-Profile-Photo-only%5B99%5D-48x48.jpg,65.7,230,,False,False,68,252,304,94,385,75,64.5,56,70.6,70.7
Universidade Federal do Rio de Janeiro,/universities/universidade-federal-do-rio-de-janeiro,Latin America,Brazil,Rio de Janeiro,https://www.topuniversities.com/sites/default/files/220127083943pm152751UFRJ-Vertical-Impresso-Positivo-ai-48x48.jpg,65.7,231,,False,False,254,152,377,97,385,62,70.4,51,70.2,70.7
Chulalongkorn University,/universities/chulalongkorn-university,Asia,Thailand,Bangkok,https://www.topuniversities.com/sites/default/files/chulalongkorn-university_592560cf2aeae70239af4b01_small.jpg,65.6,232,,False,False,282,67,401+,253,401+,60.1,77.7,45.8,59.5,67
Nagoya University,/universities/nagoya-university,Asia,Japan,Nagoya,https://www.topuniversities.com/sites/default/files/nagoya-university_427_small.jpg,65.6,233,,False,False,401+,131,348,170,324,45.7,72.5,52.9,65,74.8
Norwegian University of Science And Technology,/universities/norwegian-university-science-technology,Europe,Norway,Trondheim,https://www.topuniversities.com/sites/default/files/norwegian-university-of-science-and-technology_457_small.jpg,65.5,234,,False,False,117,317,236,283,226,70.2,61.2,61.2,57.9,80
Curtin University,/universities/curtin-university,Oceania,Australia,Perth,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,65.4,235,6,False,False,285,323,160,298,214,59.9,60.9,66.4,56.7,80.7
Swedish University of Agricultural Sciences ,/universities/swedish-university-agricultural-sciences,Europe,Sweden,Uppsala,https://www.topuniversities.com/sites/default/files/swedish-university-of-agricultural-sciences_1541_small.jpg,65.3,236,,False,False,140,133,401+,381,359,68.8,72.4,48.1,52.4,73
Umea University,/universities/umea-university,Europe,Sweden,Umeå,https://www.topuniversities.com/sites/default/files/logo_Umu-48x48.jpg,65.3,237,,False,False,134,279,222,401+,207,69.1,62.8,61.7,47.7,81
University of Turku,/universities/university-turku,Europe,Finland,Turku,https://www.topuniversities.com/sites/default/files/university-of-turku_592560cf2aeae70239af4cfe_small.jpg,65.3,238,,False,False,261,244,199,401+,252,61.5,65,63.2,47.7,78.5
University of Witwatersrand,/universities/university-witwatersrand,Africa,South Africa,Johannesburg,https://www.topuniversities.com/sites/default/files/university-of-the-witwatersrand_679_small.jpg,65.3,239,,False,False,100,338,165,357,270,71.6,60.2,65.9,53.9,77.5
Université de Strasbourg,/universities/universite-de-strasbourg,Europe,France,Strasbourg,https://www.topuniversities.com/sites/default/files/universit-de-strasbourg_578_small.jpg,65.3,240,,False,False,273,226,269,351,264,60.9,66,59,54.1,77.9
The Hebrew University of Jerusalem,/universities/hebrew-university-jerusalem,Asia,Israel,Jerusalem,https://www.topuniversities.com/sites/default/files/the-hebrew-university-of-jerusalem_256_small.jpg,65.1,241,,False,False,308,274,195,401+,206,58.7,63.1,63.4,50.6,81.1
University of Massachusetts Medical School - Worcester ,/universities/university-massachusetts-medical-school-worcester,North America,United States,Worcester,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-medical-school-worcester_2265_small.jpg,65.1,242,,False,False,401+,221,236,401+,119,50.3,66.2,61.2,44.4,84.5
Deakin University,/universities/deakin-university,Oceania,Australia,Burwood,https://www.topuniversities.com/sites/default/files/download-48x48.png,65,243,,False,False,360,239,263,288,246,55.3,65.2,59.3,57.3,78.9
KAIST - Korea Advanced Institute of Science & Technology,/universities/kaist-korea-advanced-institute-science-technology,Asia,South Korea,Daejeon,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,65,244,,False,False,401+,56,401+,35,401+,37.6,79,43.3,80,65.1
Keio University,/universities/keio-university,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/keio-university_592560cf2aeae70239af4bbe_small.jpg,65,245,,False,False,401+,180,308,186,246,40.6,68.9,55.7,64.1,78.9
Stellenbosch University,/universities/stellenbosch-university,Africa,South Africa,Stellenbosch,https://www.topuniversities.com/sites/default/files/231205074857am619842su-logo-200x200-48x48.jpg,65,246,,False,False,119,261,257,319,328,70.1,63.9,59.9,55.8,74.5
University of Münster,/universities/university-munster,Europe,Germany,Munster,https://www.topuniversities.com/sites/default/files/231027093236am438692Logo-UniMuenster-200PixelBreite-RGB-48x48.jpg,65,247,,False,False,271,308,210,366,179,61,61.6,62.5,53.3,82.1
Georgetown University,/universities/georgetown-university,North America,United States,Washington D.C.,https://www.topuniversities.com/sites/default/files/220714055746am997087Georgetown-48x48.jpg,64.9,248,,False,False,317,401+,172,169,81,58.4,55.6,65.1,65.1,86.3
Griffith University,/universities/griffith-university,Oceania,Australia,Nathan,https://www.topuniversities.com/sites/default/files/griffith-university_242_small.jpg,64.8,249,,False,False,251,246,240,379,301,62.1,64.9,60.9,52.5,76
Universiti Putra Malaysia (UPM),/universities/universiti-putra-malaysia-upm,Asia,Malaysia,Seri Kembangan,https://www.topuniversities.com/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg,64.8,250,5,False,False,299,77,401+,225,401+,59.1,76.6,41.6,61.4,69
Colorado State University,/universities/colorado-state-university,North America,United States,Fort Collins,https://www.topuniversities.com/sites/default/files/colorado-state-university_136_small.jpg,64.6,251,,False,False,290,289,308,150,242,59.5,62.5,55.7,66.5,79.3
Mayo Medical School,/universities/mayo-medical-school,North America,United States,Rochester,https://www.topuniversities.com/sites/default/files/mayo-medical-school_2264_small.jpg,64.6,252,,False,False,401+,80,351,391,377,40.7,76.5,52.6,51.5,71.4
North Carolina State University,/universities/north-carolina-state-university,North America,United States,Raleigh,https://www.topuniversities.com/sites/default/files/north-carolina-state-university_592560cf2aeae70239af4c2a_small.jpg,64.6,253,,False,False,368,165,377,263,305,54.7,69.6,51,58.8,75.9
University of Naples - Federico II,/universities/university-naples-federico-ii,Europe,Italy,Naples,https://www.topuniversities.com/sites/default/files/university-of-naples-federico-ii_432_small.jpg,64.6,254,,False,False,128,320,273,319,231,69.4,61,58.7,55.8,79.8
Indiana University Bloomington,/universities/indiana-university-bloomington,North America,United States,Bloomington,https://www.topuniversities.com/sites/default/files/indiana-university-bloomington_289_small.jpg,64.5,255,,False,False,137,401+,184,255,153,68.9,55.5,64.1,59.3,83.4
The University of Georgia,/universities/university-georgia,North America,United States,Athens,https://www.topuniversities.com/sites/default/files/the-university-of-georgia_227_small.jpg,64.5,256,,False,False,132,237,331,314,320,69.2,65.3,54.3,56,75
University of Florence,/universities/university-florence,Europe,Italy,Florence,https://www.topuniversities.com/sites/default/files/university-of-florence_208_small.jpg,64.5,257,,False,False,121,329,236,383,246,69.9,60.6,61.2,52,78.9
Université Grenoble Alpes,/universities/universite-grenoble-alpes,Europe,France,Grenoble,https://www.topuniversities.com/sites/default/files/universit-grenoble-alpes_592560cf2aeae70239af5ab2_small.jpg,64.5,258,,False,False,231,283,299,181,275,63.2,62.6,56.3,64.2,77.4
Humboldt-Universität zu Berlin,/universities/humboldt-universitat-zu-berlin,Europe,Germany,Berlin,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,64.4,259,,False,False,327,97,401+,131,401+,57.6,74.6,42.7,67.4,67.5
Stockholm University,/universities/stockholm-university,Europe,Sweden,Stockholm,https://www.topuniversities.com/sites/default/files/stockholm-university_577_small.jpg,64.4,260,,False,False,169,236,363,252,297,66.9,65.4,51.8,59.7,76.2
University of East Anglia (UEA),/universities/university-east-anglia-uea,Europe,United Kingdom,Norwich,https://www.topuniversities.com/sites/default/files/university-of-east-anglia-uea_637_small.jpg,64.4,261,,False,False,264,344,202,383,171,61.3,59.9,63,52,82.5
Iowa State University,/universities/iowa-state-university,North America,United States,Ames,https://www.topuniversities.com/sites/default/files/iowa-state-university_294_small.jpg,64.3,262,,False,False,308,180,401+,160,326,58.7,68.9,47.2,65.5,74.6
UNESP,/universities/unesp,Latin America,Brazil,Sao Paulo,https://www.topuniversities.com/sites/default/files/unesp_492_small.jpg,64.3,263,,False,False,179,128,401+,112,401+,66.2,72.7,43.8,69.3,64.5
